measuredAt,value
2025-05-20T17:30:06.282118+00:00,0.0
2025-05-20T18:30:06.308312+00:00,0.0
2025-05-20T19:30:06.307841+00:00,0.0
2025-05-20T20:30:06.366735+00:00,0.0
2025-05-20T21:30:06.294047+00:00,0.0
2025-05-20T22:30:06.290215+00:00,0.0
2025-05-20T23:30:06.332816+00:00,0.0
2025-05-21T00:30:06.288891+00:00,0.0
2025-05-21T01:30:06.263437+00:00,0.0
2025-05-21T02:30:06.300638+00:00,0.0
2025-05-21T03:30:06.268777+00:00,0.0
2025-05-21T04:30:06.276440+00:00,0.0
2025-05-21T05:30:06.303674+00:00,0.0
2025-05-21T06:30:06.279048+00:00,0.0
2025-05-21T07:30:06.276717+00:00,0.0
2025-05-21T08:30:06.287919+00:00,0.0
2025-05-21T09:30:06.294437+00:00,0.0
2025-05-21T10:30:06.284127+00:00,0.0
2025-05-21T11:30:06.287963+00:00,0.0
2025-05-21T12:30:06.295365+00:00,0.0
2025-05-21T13:30:06.283947+00:00,0.0
2025-05-21T14:30:06.290337+00:00,0.0
2025-05-21T15:30:06.309921+00:00,0.0
2025-05-21T16:30:06.358490+00:00,0.0
2025-05-21T17:30:06.287028+00:00,0.0
2025-05-21T18:30:06.271435+00:00,0.0
2025-05-21T19:30:06.290592+00:00,0.0
2025-05-21T20:30:06.282302+00:00,0.0
2025-05-21T21:30:06.278052+00:00,0.0
2025-05-21T22:30:06.282736+00:00,0.0
2025-05-21T23:30:06.288482+00:00,0.0
2025-05-22T00:30:06.307646+00:00,0.0
2025-05-22T01:30:06.294666+00:00,0.0
2025-05-22T03:30:06.296396+00:00,0.0
2025-05-22T04:30:06.285597+00:00,0.0
2025-05-22T05:30:06.313735+00:00,0.0
2025-05-22T06:30:06.287878+00:00,0.0
2025-05-22T07:30:06.293022+00:00,0.0
2025-05-22T08:30:06.294921+00:00,0.0
2025-05-22T09:30:06.285669+00:00,0.0
2025-05-22T10:30:06.291444+00:00,0.0
2025-05-22T11:30:06.290293+00:00,0.0
2025-05-22T12:30:06.340405+00:00,0.0
2025-05-22T13:30:06.280905+00:00,0.0
2025-05-22T14:30:06.299490+00:00,0.0
2025-05-22T15:30:06.347344+00:00,0.0
2025-05-22T16:30:06.293705+00:00,0.0
2025-05-22T17:30:06.282818+00:00,0.0
2025-05-22T18:30:06.287528+00:00,0.0
2025-05-22T19:30:06.295812+00:00,0.0
2025-05-22T20:30:06.290355+00:00,0.0
2025-05-22T21:30:06.288879+00:00,0.0
2025-05-22T22:30:06.287528+00:00,0.0
2025-05-22T23:30:06.293570+00:00,0.0
2025-05-23T00:30:06.275369+00:00,0.0
2025-05-23T01:30:06.299920+00:00,0.0
2025-05-23T02:30:06.294459+00:00,0.0
2025-05-23T03:30:06.330014+00:00,0.0
2025-05-23T04:30:06.288333+00:00,0.0
2025-05-23T05:30:06.287231+00:00,0.0
2025-05-23T07:30:06.283172+00:00,0.0
2025-05-23T08:30:06.302441+00:00,0.0
2025-05-23T09:30:06.275523+00:00,0.0
2025-05-23T09:53:10.159659+00:00,1.524
2025-05-23T09:53:17.851272+00:00,1.524
2025-05-23T10:53:17.944078+00:00,0.0
2025-05-23T11:53:17.931586+00:00,1.524
2025-05-23T12:53:17.917149+00:00,0.0
2025-05-23T13:53:17.934314+00:00,7.62
2025-05-23T14:53:17.943665+00:00,0.0
2025-05-23T15:53:17.936102+00:00,0.0
2025-05-23T16:53:17.934954+00:00,0.0
2025-05-23T17:53:17.936186+00:00,0.0
2025-05-23T18:53:17.938129+00:00,0.0
2025-05-23T19:53:17.971474+00:00,0.0
2025-05-23T20:53:17.960832+00:00,0.0
2025-05-23T21:53:17.981044+00:00,0.0
2025-05-23T22:53:17.960085+00:00,0.0
2025-05-23T23:53:17.975782+00:00,0.0
2025-05-24T00:53:17.925137+00:00,0.0
2025-05-24T01:53:17.949841+00:00,0.0
2025-05-24T02:53:17.932781+00:00,0.0
2025-05-24T03:53:17.993538+00:00,0.0
2025-05-24T04:53:17.974823+00:00,0.0
2025-05-24T05:53:17.979977+00:00,0.0
2025-05-24T06:53:18.089964+00:00,0.0
2025-05-24T07:53:18.018069+00:00,0.0
2025-05-24T08:53:18.013265+00:00,0.0
2025-05-24T09:53:18.346201+00:00,0.0
2025-05-24T10:53:17.911664+00:00,0.0
2025-05-24T11:53:17.929480+00:00,0.0
2025-05-24T12:53:17.968082+00:00,0.0
2025-05-24T13:53:17.919090+00:00,0.0
2025-05-24T14:53:17.941963+00:00,0.0
2025-05-24T15:53:18.115004+00:00,0.0
2025-05-24T16:53:17.959997+00:00,0.0
2025-05-24T17:53:17.982372+00:00,0.0
2025-05-24T18:53:17.976345+00:00,0.0
2025-05-24T19:53:17.971146+00:00,0.0
2025-05-24T20:53:17.916147+00:00,0.0
2025-05-24T21:53:17.936692+00:00,0.0
2025-05-24T22:53:17.861285+00:00,0.0
2025-05-24T23:53:21.441515+00:00,0.0
2025-05-25T00:53:17.973101+00:00,0.0
2025-05-25T01:53:17.964171+00:00,0.0
2025-05-25T02:53:17.954672+00:00,0.0
2025-05-25T03:53:17.969901+00:00,0.0
2025-05-25T04:53:18.077480+00:00,0.0
2025-05-25T05:53:17.978644+00:00,0.0
2025-05-25T06:53:17.913155+00:00,1.524
2025-05-25T07:53:17.954592+00:00,0.0
2025-05-25T08:53:17.932985+00:00,1.524
2025-05-25T09:53:17.954473+00:00,1.524
2025-05-25T10:53:17.931727+00:00,0.0
2025-05-25T11:53:18.009428+00:00,0.0
2025-05-25T12:53:17.927332+00:00,0.0
2025-05-25T13:53:17.958639+00:00,0.0
2025-05-25T14:53:17.921826+00:00,0.0
2025-05-25T15:53:17.972063+00:00,0.0
2025-05-25T16:53:17.932285+00:00,0.0
2025-05-25T17:53:17.953497+00:00,4.572
2025-05-25T18:53:17.933941+00:00,0.0
2025-05-25T19:53:17.977300+00:00,0.0
2025-05-25T20:53:17.941647+00:00,0.0
2025-05-25T21:53:17.984059+00:00,0.0
2025-05-25T22:53:18.093035+00:00,0.0
2025-05-25T23:53:17.957494+00:00,0.0
2025-05-26T00:53:17.933048+00:00,0.0
2025-05-26T02:53:17.921488+00:00,0.0
2025-05-26T03:53:17.980715+00:00,0.0
2025-05-26T04:53:18.071795+00:00,0.0
2025-05-26T05:53:17.990471+00:00,0.0
2025-05-26T07:53:18.096688+00:00,0.0
2025-05-26T08:53:17.958267+00:00,0.0
2025-05-26T09:53:17.980249+00:00,0.0
2025-05-26T10:53:17.968852+00:00,0.0
2025-05-26T11:53:17.935417+00:00,0.0
2025-05-26T12:29:25.373365+00:00,3.048
2025-05-26T12:49:25.376439+00:00,0.0
2025-05-26T12:59:25.267442+00:00,0.0
2025-05-26T13:09:25.282873+00:00,0.0
2025-05-26T13:19:26.372679+00:00,0.0
2025-05-26T13:29:25.272771+00:00,0.0
2025-05-26T13:39:25.370759+00:00,0.0
2025-05-26T13:49:25.389579+00:00,0.0
2025-05-26T13:59:25.271893+00:00,0.0
2025-05-26T14:09:25.293859+00:00,0.0
2025-05-26T14:19:25.325276+00:00,0.0
2025-05-26T14:29:25.279014+00:00,0.0
2025-05-26T14:39:25.353150+00:00,0.0
2025-05-26T14:49:25.367729+00:00,0.0
2025-05-26T14:59:25.337274+00:00,0.0
2025-05-26T15:09:25.277397+00:00,0.0
2025-05-26T15:19:25.348083+00:00,0.0
2025-05-26T15:29:25.273708+00:00,0.0
2025-05-26T15:39:25.395210+00:00,0.0
2025-05-26T15:49:25.275038+00:00,0.0
2025-05-26T15:59:25.320920+00:00,0.0
2025-05-26T16:09:25.282507+00:00,0.0
2025-05-26T16:19:25.347842+00:00,0.0
2025-05-26T16:29:25.346986+00:00,0.0
2025-05-26T16:39:25.449609+00:00,0.0
2025-05-26T16:49:25.368495+00:00,0.0
2025-05-26T16:59:25.249814+00:00,0.0
2025-05-26T17:09:25.322789+00:00,0.0
2025-05-26T17:19:25.348692+00:00,0.0
2025-05-26T17:29:25.274300+00:00,0.0
2025-05-26T17:39:25.338463+00:00,0.0
2025-05-26T17:49:25.285431+00:00,0.0
2025-05-26T17:59:25.336117+00:00,0.0
2025-05-26T18:09:25.283214+00:00,0.0
2025-05-26T18:19:25.353218+00:00,0.0
2025-05-26T18:29:25.274208+00:00,0.0
2025-05-26T18:39:25.505850+00:00,0.0
2025-05-26T18:49:25.353230+00:00,0.0
2025-05-26T18:59:25.270929+00:00,0.0
2025-05-26T19:09:25.347673+00:00,0.0
2025-05-26T19:19:25.345790+00:00,0.0
2025-05-26T19:29:25.282213+00:00,0.0
2025-05-26T19:39:25.709488+00:00,0.0
2025-05-26T19:49:25.343511+00:00,0.0
2025-05-26T19:59:25.263636+00:00,0.0
2025-05-26T20:09:25.345450+00:00,0.0
2025-05-26T20:19:25.348351+00:00,0.0
2025-05-26T20:29:25.285638+00:00,0.0
2025-05-26T20:39:25.371906+00:00,0.0
2025-05-26T20:49:25.339787+00:00,0.0
2025-05-26T20:59:25.261517+00:00,0.0
2025-05-26T21:09:25.344346+00:00,0.0
2025-05-26T21:19:25.360661+00:00,0.0
2025-05-26T21:39:25.705153+00:00,0.0
2025-05-26T21:49:25.341528+00:00,0.0
2025-05-26T21:59:25.260047+00:00,0.0
2025-05-26T22:09:25.319693+00:00,0.0
2025-05-26T22:19:25.356815+00:00,0.0
2025-05-26T22:29:25.275732+00:00,0.0
2025-05-26T22:39:25.546093+00:00,0.0
2025-05-26T22:49:25.330093+00:00,0.0
2025-05-26T22:59:25.324193+00:00,0.0
2025-05-26T23:09:25.330898+00:00,0.0
2025-05-26T23:19:25.291311+00:00,0.0
2025-05-26T23:29:25.283968+00:00,0.0
2025-05-26T23:39:26.069055+00:00,0.0
2025-05-26T23:49:25.334614+00:00,0.0
2025-05-26T23:59:25.332024+00:00,0.0
2025-05-27T00:09:25.332575+00:00,0.0
2025-05-27T00:19:25.372023+00:00,0.0
2025-05-27T00:29:25.268247+00:00,0.0
2025-05-27T00:39:25.386417+00:00,0.0
2025-05-27T00:49:25.356807+00:00,0.0
2025-05-27T00:59:25.320938+00:00,0.0
2025-05-27T01:09:25.349533+00:00,0.0
2025-05-27T01:19:25.365125+00:00,0.0
2025-05-27T01:29:25.266502+00:00,0.0
2025-05-27T01:39:25.465788+00:00,0.0
2025-05-27T01:49:25.341383+00:00,0.0
2025-05-27T01:59:25.295937+00:00,0.0
2025-05-27T02:09:25.360508+00:00,0.0
2025-05-27T02:19:25.321087+00:00,0.0
2025-05-27T02:29:25.282273+00:00,0.0
2025-05-27T02:39:25.362607+00:00,0.0
2025-05-27T02:49:25.323686+00:00,0.0
2025-05-27T02:59:25.261093+00:00,0.0
2025-05-27T03:09:25.329345+00:00,0.0
2025-05-27T03:19:25.352042+00:00,0.0
2025-05-27T03:29:25.282363+00:00,0.0
2025-05-27T03:39:25.565672+00:00,0.0
2025-05-27T03:49:25.324245+00:00,0.0
2025-05-27T03:59:25.277989+00:00,0.0
2025-05-27T04:09:25.325641+00:00,0.0
2025-05-27T04:19:25.393389+00:00,0.0
2025-05-27T04:29:25.272019+00:00,0.0
2025-05-27T04:39:25.364962+00:00,0.0
2025-05-27T04:49:25.347004+00:00,0.0
2025-05-27T04:59:25.260845+00:00,0.0
2025-05-27T05:09:25.330506+00:00,0.0
2025-05-27T05:19:25.296714+00:00,0.0
2025-05-27T05:29:25.262602+00:00,0.0
2025-05-27T05:39:25.706139+00:00,0.0
2025-05-27T05:49:25.337934+00:00,0.0
2025-05-27T05:59:25.256522+00:00,0.0
2025-05-27T06:09:25.278899+00:00,0.0
2025-05-27T06:24:32.300598+00:00,0.0
2025-05-27T06:29:25.292120+00:00,0.0
2025-05-27T06:39:25.431478+00:00,0.0
2025-05-27T06:49:25.284787+00:00,0.0
2025-05-27T07:09:25.291144+00:00,0.0
2025-05-27T07:19:25.363721+00:00,0.0
2025-05-27T07:29:25.262577+00:00,0.0
2025-05-27T07:39:25.549098+00:00,0.0
2025-05-27T07:49:25.356300+00:00,0.0
2025-05-27T07:59:25.267646+00:00,0.0
2025-05-27T08:09:25.279565+00:00,0.0
2025-05-27T08:19:25.374171+00:00,0.0
2025-05-27T08:29:25.278572+00:00,0.0
2025-05-27T08:39:25.437457+00:00,0.0
2025-05-27T08:49:25.347159+00:00,0.0
2025-05-27T08:59:25.265269+00:00,0.0
2025-05-27T09:09:25.348977+00:00,0.0
2025-05-27T09:19:25.286869+00:00,0.0
2025-05-27T09:29:25.277286+00:00,0.0
2025-05-27T09:39:25.482518+00:00,0.0
2025-05-27T09:49:25.352373+00:00,0.0
2025-05-27T09:59:25.286380+00:00,0.0
2025-05-27T10:09:25.338481+00:00,0.0
2025-05-27T10:19:25.395636+00:00,0.0
2025-05-27T10:29:25.349695+00:00,0.0
2025-05-27T10:39:25.388068+00:00,0.0
2025-05-27T10:49:25.333978+00:00,0.0
2025-05-27T10:59:25.256135+00:00,0.0
2025-05-27T11:09:25.338910+00:00,0.0
2025-05-27T11:19:25.379566+00:00,0.0
2025-05-27T11:29:25.282810+00:00,0.0
2025-05-27T11:39:25.432629+00:00,0.0
2025-05-27T11:49:25.369689+00:00,0.0
2025-05-27T11:59:25.261743+00:00,0.0
2025-05-27T12:09:25.336082+00:00,0.0
2025-05-27T12:19:25.325480+00:00,0.0
2025-05-27T12:29:25.271245+00:00,0.0
2025-05-27T12:39:25.348552+00:00,0.0
2025-05-27T12:49:25.349737+00:00,0.0
2025-05-27T12:59:25.365786+00:00,0.0
2025-05-27T13:09:25.351330+00:00,0.0
2025-05-27T13:19:25.286824+00:00,0.0
2025-05-27T13:29:25.277955+00:00,0.0
2025-05-27T13:39:25.485080+00:00,0.0
2025-05-27T13:49:25.353836+00:00,0.0
2025-05-27T13:59:25.334722+00:00,0.0
2025-05-27T14:09:25.351997+00:00,0.0
2025-05-27T14:19:25.300589+00:00,0.0
2025-05-27T14:29:25.269050+00:00,0.0
2025-05-27T14:39:25.740983+00:00,0.0
2025-05-27T14:49:25.333853+00:00,0.0
2025-05-27T14:59:25.326677+00:00,0.0
2025-05-27T15:09:25.298335+00:00,0.0
2025-05-27T15:19:25.337515+00:00,0.0
2025-05-27T15:29:25.275481+00:00,0.0
2025-05-27T15:39:25.404026+00:00,0.0
2025-05-27T15:49:25.275193+00:00,0.0
2025-05-27T15:59:25.339849+00:00,0.0
2025-05-27T16:09:25.274089+00:00,0.0
2025-05-27T16:19:25.393826+00:00,0.0
2025-05-27T16:29:25.287447+00:00,0.0
2025-05-27T16:39:25.454047+00:00,0.0
2025-05-27T16:49:25.362227+00:00,0.0
2025-05-27T16:59:25.281813+00:00,0.0
2025-05-27T17:09:25.370927+00:00,0.0
2025-05-27T17:29:25.285808+00:00,0.0
2025-05-27T17:39:25.358985+00:00,0.0
2025-05-27T17:49:25.355952+00:00,0.0
2025-05-27T17:59:25.344296+00:00,0.0
2025-05-27T18:09:25.350457+00:00,0.0
2025-05-27T18:19:25.277053+00:00,0.0
2025-05-27T18:29:25.288124+00:00,0.0
2025-05-27T18:39:25.523161+00:00,0.0
2025-05-27T18:49:25.350987+00:00,0.0
2025-05-27T18:59:25.250056+00:00,0.0
2025-05-27T19:09:25.352133+00:00,0.0
2025-05-27T19:19:25.366658+00:00,0.0
2025-05-27T19:29:25.283448+00:00,0.0
2025-05-27T19:39:25.392869+00:00,0.0
2025-05-27T19:49:25.350435+00:00,0.0
2025-05-27T19:59:25.268617+00:00,0.0
2025-05-27T20:09:25.333594+00:00,0.0
2025-05-27T20:19:25.372600+00:00,1.524
2025-05-27T20:39:25.544165+00:00,0.0
2025-05-27T20:49:25.353765+00:00,0.0
2025-05-27T20:59:25.263470+00:00,0.0
2025-05-27T21:09:25.264051+00:00,0.0
2025-05-27T21:19:25.373778+00:00,1.524
2025-05-27T21:39:25.490494+00:00,0.0
2025-05-27T21:49:25.330582+00:00,0.0
2025-05-27T21:59:25.264858+00:00,1.524
2025-05-27T22:09:25.328273+00:00,0.0
2025-05-27T22:19:25.352193+00:00,1.524
2025-05-27T22:29:25.292866+00:00,0.0
2025-05-27T22:39:25.399819+00:00,0.0
2025-05-27T22:49:25.530333+00:00,0.0
2025-05-27T22:59:25.263652+00:00,0.0
2025-05-27T23:09:25.357043+00:00,0.0
2025-05-27T23:19:25.283009+00:00,0.0
2025-05-27T23:29:25.283078+00:00,0.0
2025-05-27T23:49:25.533523+00:00,1.524
2025-05-27T23:59:25.320408+00:00,0.0
2025-05-28T00:09:25.367241+00:00,1.524
2025-05-28T00:19:25.289903+00:00,0.0
2025-05-28T00:29:25.263748+00:00,0.0
2025-05-28T00:39:25.329173+00:00,0.0
2025-05-28T00:49:25.412998+00:00,0.0
2025-05-28T00:59:25.323332+00:00,0.0
2025-05-28T01:09:25.299955+00:00,0.0
2025-05-28T01:19:25.342348+00:00,0.0
2025-05-28T01:29:25.283849+00:00,0.0
2025-05-28T01:39:25.406154+00:00,0.0
2025-05-28T01:49:25.393787+00:00,0.0
2025-05-28T01:59:25.253608+00:00,0.0
2025-05-28T02:09:25.285441+00:00,0.0
2025-05-28T02:19:25.381057+00:00,0.0
2025-05-28T02:29:25.260019+00:00,0.0
2025-05-28T02:39:25.382172+00:00,0.0
2025-05-28T02:59:25.278824+00:00,0.0
2025-05-28T03:09:25.349388+00:00,0.0
2025-05-28T03:19:25.270885+00:00,0.0
2025-05-28T03:29:25.290036+00:00,0.0
2025-05-28T03:39:25.451604+00:00,0.0
2025-05-28T03:49:25.348637+00:00,1.524
2025-05-28T03:59:25.271144+00:00,3.048
2025-05-28T04:09:25.347291+00:00,3.048
2025-05-28T04:19:25.372034+00:00,6.096
2025-05-28T04:29:25.273288+00:00,3.048
2025-05-28T04:39:25.398853+00:00,1.524
2025-05-28T04:49:25.334600+00:00,1.524
2025-05-28T04:59:25.305025+00:00,3.048
2025-05-28T05:09:25.341532+00:00,0.0
2025-05-28T05:19:25.374594+00:00,1.524
2025-05-28T05:29:25.310152+00:00,0.0
2025-05-28T05:39:25.357844+00:00,0.0
2025-05-28T05:49:25.352146+00:00,0.0
2025-05-28T05:59:25.318274+00:00,0.0
2025-05-28T06:09:25.267995+00:00,0.0
2025-05-28T06:19:25.359051+00:00,0.0
2025-05-28T06:29:25.264617+00:00,0.0
2025-05-28T06:39:25.391479+00:00,0.0
2025-05-28T06:49:25.267539+00:00,0.0
2025-05-28T06:59:25.263845+00:00,0.0
2025-05-28T07:19:25.348918+00:00,0.0
2025-05-28T07:29:25.275178+00:00,0.0
2025-05-28T07:39:25.388946+00:00,0.0
2025-05-28T07:49:25.266493+00:00,0.0
2025-05-28T07:59:25.319041+00:00,0.0
2025-05-28T08:09:25.265412+00:00,0.0
2025-05-28T08:19:25.342385+00:00,0.0
2025-05-28T08:29:25.268788+00:00,0.0
2025-05-28T08:39:25.392450+00:00,0.0
2025-05-28T08:49:25.366263+00:00,0.0
2025-05-28T08:59:25.332215+00:00,0.0
2025-05-28T09:09:25.312608+00:00,0.0
2025-05-28T09:19:25.407961+00:00,0.0
2025-05-28T09:29:25.280256+00:00,0.0
2025-05-28T09:39:25.348747+00:00,0.0
2025-05-28T09:49:25.376069+00:00,0.0
2025-05-28T09:59:25.264260+00:00,0.0
2025-05-28T10:09:25.305413+00:00,0.0
2025-05-28T10:19:25.327454+00:00,0.0
2025-05-28T10:29:25.261198+00:00,0.0
2025-05-28T10:39:25.717938+00:00,0.0
2025-05-28T10:49:25.358777+00:00,0.0
2025-05-28T10:59:25.263305+00:00,0.0
2025-05-28T11:09:25.355634+00:00,0.0
2025-05-28T11:19:25.335374+00:00,0.0
2025-05-28T11:29:25.279176+00:00,0.0
2025-05-28T11:39:25.329193+00:00,0.0
2025-05-28T11:49:25.351848+00:00,0.0
2025-05-28T11:59:25.322354+00:00,0.0
2025-05-28T12:09:25.340795+00:00,0.0
2025-05-28T12:19:25.375045+00:00,0.0
2025-05-28T12:29:25.282805+00:00,0.0
2025-05-28T12:39:25.451394+00:00,0.0
2025-05-28T12:49:25.360337+00:00,0.0
2025-05-28T12:59:25.332316+00:00,0.0
2025-05-28T13:09:25.352701+00:00,6.096
2025-05-28T13:19:25.353409+00:00,1.524
2025-05-28T13:29:25.281200+00:00,0.0
2025-05-28T13:39:25.342242+00:00,0.0
2025-05-28T13:49:25.472590+00:00,0.0
2025-05-28T13:59:25.262035+00:00,0.0
2025-05-28T14:09:25.361111+00:00,0.0
2025-05-28T14:19:25.329110+00:00,0.0
2025-05-28T14:29:25.277796+00:00,0.0
2025-05-28T14:39:25.370638+00:00,0.0
2025-05-28T14:49:25.341544+00:00,1.524
2025-05-28T14:59:25.258191+00:00,0.0
2025-05-28T15:09:25.361272+00:00,0.0
2025-05-28T15:19:25.351002+00:00,0.0
2025-05-28T15:29:25.277265+00:00,0.0
2025-05-28T15:39:25.792100+00:00,0.0
2025-05-28T15:49:25.345435+00:00,0.0
2025-05-28T15:59:25.263149+00:00,0.0
2025-05-28T16:09:25.293873+00:00,0.0
2025-05-28T16:19:25.384281+00:00,0.0
2025-05-28T16:29:25.280142+00:00,0.0
2025-05-28T16:39:25.488747+00:00,0.0
2025-05-28T16:49:25.330906+00:00,0.0
2025-05-28T16:59:25.265698+00:00,0.0
2025-05-28T17:09:25.343052+00:00,0.0
2025-05-28T17:19:25.306234+00:00,0.0
2025-05-28T17:29:25.271195+00:00,0.0
2025-05-28T17:39:25.736147+00:00,0.0
2025-05-28T17:49:26.382690+00:00,0.0
2025-05-28T17:59:25.322796+00:00,0.0
2025-05-28T18:09:25.340579+00:00,0.0
2025-05-28T18:19:25.363375+00:00,0.0
2025-05-28T18:29:25.273265+00:00,0.0
2025-05-28T18:39:25.389224+00:00,0.0
2025-05-28T18:49:25.322448+00:00,0.0
2025-05-28T18:59:25.323616+00:00,0.0
2025-05-28T19:09:25.299392+00:00,0.0
2025-05-28T19:19:25.346970+00:00,0.0
2025-05-28T19:29:25.288657+00:00,0.0
2025-05-28T19:39:25.388688+00:00,0.0
2025-05-28T19:49:25.357574+00:00,0.0
2025-05-28T19:59:25.269023+00:00,0.0
2025-05-28T20:09:25.342227+00:00,0.0
2025-05-28T20:19:25.309739+00:00,0.0
2025-05-28T20:29:25.289379+00:00,0.0
2025-05-28T20:39:25.333875+00:00,1.524
2025-05-28T20:49:25.437931+00:00,0.0
2025-05-28T20:59:25.269316+00:00,0.0
2025-05-28T21:09:25.361882+00:00,0.0
2025-05-28T21:19:25.327041+00:00,0.0
2025-05-28T21:39:25.349894+00:00,0.0
2025-05-28T21:49:25.371769+00:00,0.0
2025-05-28T21:59:25.261537+00:00,0.0
2025-05-28T22:09:25.344815+00:00,0.0
2025-05-28T22:19:25.321106+00:00,0.0
2025-05-28T22:29:25.276866+00:00,0.0
2025-05-28T22:39:25.359789+00:00,0.0
2025-05-28T22:49:25.333219+00:00,0.0
