measuredAt,value
2025-05-30T10:43:48.447638+00:00,65.0
2025-05-30T10:44:18.447659+00:00,66.0
2025-05-30T10:44:48.449144+00:00,66.0
2025-05-30T10:45:18.467989+00:00,66.0
2025-05-30T10:45:48.458202+00:00,66.0
2025-05-30T10:46:18.467305+00:00,65.0
2025-05-30T10:46:48.466378+00:00,65.0
2025-05-30T10:47:18.468065+00:00,65.0
2025-05-30T10:47:48.478422+00:00,66.0
2025-05-30T10:48:18.477378+00:00,66.0
2025-05-30T10:48:48.477865+00:00,66.0
2025-05-30T10:49:18.488236+00:00,66.0
2025-05-30T10:49:48.487465+00:00,66.0
2025-05-30T10:50:18.389060+00:00,66.0
2025-05-30T10:50:48.387190+00:00,65.0
2025-05-30T10:51:18.388326+00:00,66.0
2025-05-30T10:51:48.396753+00:00,66.0
2025-05-30T10:52:18.397845+00:00,66.0
2025-05-30T10:52:48.407042+00:00,65.0
2025-05-30T10:53:18.407827+00:00,66.0
2025-05-30T10:53:48.422950+00:00,65.0
2025-05-30T10:54:18.418013+00:00,67.0
2025-05-30T10:54:48.416888+00:00,67.0
2025-05-30T10:55:18.427670+00:00,66.0
2025-05-30T10:55:48.428516+00:00,65.0
2025-05-30T10:56:18.428764+00:00,65.0
2025-05-30T10:56:48.439865+00:00,66.0
2025-05-30T10:57:18.437103+00:00,66.0
2025-05-30T10:57:48.439012+00:00,66.0
2025-05-30T10:58:18.452110+00:00,66.0
2025-05-30T10:58:48.447353+00:00,66.0
2025-05-30T10:59:18.448716+00:00,66.0
2025-05-30T10:59:48.457016+00:00,66.0
2025-05-30T11:00:18.459379+00:00,66.0
2025-05-30T11:00:48.457833+00:00,65.0
2025-05-30T11:01:18.467804+00:00,65.0
2025-05-30T11:01:48.466148+00:00,64.0
2025-05-30T11:02:18.477434+00:00,65.0
2025-05-30T11:02:48.476445+00:00,63.0
2025-05-30T11:03:18.476256+00:00,64.0
2025-05-30T11:03:48.486762+00:00,63.0
2025-05-30T11:04:18.491902+00:00,64.0
2025-05-30T11:04:48.386048+00:00,64.0
2025-05-30T11:05:18.391561+00:00,64.0
2025-05-30T11:05:48.387954+00:00,64.0
2025-05-30T11:06:18.397443+00:00,64.0
2025-05-30T11:06:48.396600+00:00,64.0
2025-05-30T11:07:18.407767+00:00,64.0
2025-05-30T11:07:48.406233+00:00,64.0
2025-05-30T11:08:18.408328+00:00,64.0
2025-05-30T11:08:48.516482+00:00,65.0
2025-05-30T11:09:18.417936+00:00,64.0
2025-05-30T11:09:48.417890+00:00,64.0
2025-05-30T11:10:18.426135+00:00,65.0
2025-05-30T11:10:48.447889+00:00,64.0
2025-05-30T11:11:18.537151+00:00,65.0
2025-05-30T11:11:48.436681+00:00,64.0
2025-05-30T11:12:18.437241+00:00,64.0
2025-05-30T11:12:48.446631+00:00,64.0
2025-05-30T11:13:18.446945+00:00,65.0
2025-05-30T11:13:48.445655+00:00,64.0
2025-05-30T11:14:18.456593+00:00,64.0
2025-05-30T11:14:48.458193+00:00,64.0
2025-05-30T11:15:18.458775+00:00,65.0
2025-05-30T11:15:48.465864+00:00,65.0
2025-05-30T11:16:18.467149+00:00,65.0
2025-05-30T11:16:48.467672+00:00,64.0
2025-05-30T11:17:18.477378+00:00,64.0
2025-05-30T11:17:48.476105+00:00,65.0
2025-05-30T11:18:18.477556+00:00,65.0
2025-05-30T11:18:48.486282+00:00,64.0
2025-05-30T11:19:18.488328+00:00,67.0
2025-05-30T11:19:48.387253+00:00,66.0
2025-05-30T11:20:18.388445+00:00,64.0
2025-05-30T11:20:48.397465+00:00,64.0
2025-05-30T11:21:18.396039+00:00,64.0
2025-05-30T11:21:48.400423+00:00,64.0
2025-05-30T11:22:18.410514+00:00,65.0
2025-05-30T11:22:48.407648+00:00,65.0
2025-05-30T11:23:18.415995+00:00,65.0
2025-05-30T11:23:48.429931+00:00,64.0
2025-05-30T11:24:18.426745+00:00,65.0
2025-05-30T11:24:48.426471+00:00,64.0
2025-05-30T11:25:18.437914+00:00,65.0
2025-05-30T11:25:48.428034+00:00,64.0
2025-05-30T11:26:18.436477+00:00,65.0
2025-05-30T11:26:48.437590+00:00,65.0
2025-05-30T11:27:18.436668+00:00,66.0
2025-05-30T11:27:48.447436+00:00,65.0
2025-05-30T11:28:18.445830+00:00,64.0
2025-05-30T11:28:48.448002+00:00,65.0
2025-05-30T11:29:18.458686+00:00,65.0
2025-05-30T11:29:48.457288+00:00,65.0
2025-05-30T11:30:18.457149+00:00,65.0
2025-05-30T11:30:48.467822+00:00,65.0
2025-05-30T11:31:25.539497+00:00,65.0
2025-05-30T11:31:48.477387+00:00,66.0
2025-05-30T11:32:18.476626+00:00,65.0
2025-05-30T11:32:48.477701+00:00,65.0
2025-05-30T11:33:18.487612+00:00,64.0
2025-05-30T11:33:48.488081+00:00,65.0
2025-05-30T11:34:18.386322+00:00,67.0
2025-05-30T11:34:48.388491+00:00,65.0
2025-05-30T11:35:18.396463+00:00,65.0
2025-05-30T11:35:48.396795+00:00,66.0
2025-05-30T11:36:18.396886+00:00,65.0
2025-05-30T11:36:48.398232+00:00,66.0
2025-05-30T11:37:18.409518+00:00,65.0
2025-05-30T11:37:48.415905+00:00,66.0
2025-05-30T11:38:18.417679+00:00,66.0
2025-05-30T11:38:48.419487+00:00,64.0
2025-05-30T11:39:18.428553+00:00,65.0
2025-05-30T11:39:48.426997+00:00,66.0
2025-05-30T11:40:18.428447+00:00,68.0
2025-05-30T11:40:48.437104+00:00,66.0
2025-05-30T11:41:18.437558+00:00,65.0
2025-05-30T11:41:48.438264+00:00,65.0
2025-05-30T11:42:18.546315+00:00,66.0
2025-05-30T11:42:48.447030+00:00,65.0
2025-05-30T11:43:18.448211+00:00,65.0
2025-05-30T11:43:48.457296+00:00,67.0
2025-05-30T11:44:18.458358+00:00,66.0
2025-05-30T11:44:48.458165+00:00,65.0
2025-05-30T11:45:18.467248+00:00,66.0
2025-05-30T11:45:48.468507+00:00,66.0
2025-05-30T11:46:18.477640+00:00,67.0
2025-05-30T11:46:48.477027+00:00,68.0
2025-05-30T11:47:18.476499+00:00,69.0
2025-05-30T11:47:48.478405+00:00,66.0
2025-05-30T11:48:18.487129+00:00,66.0
2025-05-30T11:48:48.387440+00:00,65.0
2025-05-30T11:49:18.390043+00:00,67.0
2025-05-30T11:49:48.388255+00:00,67.0
2025-05-30T11:50:18.398249+00:00,67.0
2025-05-30T11:50:48.398224+00:00,65.0
2025-05-30T11:51:18.399036+00:00,65.0
2025-05-30T11:51:48.407106+00:00,66.0
2025-05-30T11:52:18.408122+00:00,65.0
2025-05-30T11:52:48.417392+00:00,68.0
2025-05-30T11:53:18.417916+00:00,67.0
2025-05-30T11:53:48.418408+00:00,66.0
2025-05-30T11:54:18.428167+00:00,68.0
2025-05-30T11:54:48.427923+00:00,67.0
2025-05-30T11:55:18.438439+00:00,65.0
2025-05-30T11:55:48.438012+00:00,70.0
2025-05-30T11:56:18.438589+00:00,68.0
2025-05-30T11:56:48.447287+00:00,67.0
2025-05-30T11:57:18.447487+00:00,67.0
2025-05-30T11:57:48.448917+00:00,68.0
2025-05-30T11:58:18.458406+00:00,69.0
2025-05-30T11:58:48.457839+00:00,66.0
2025-05-30T11:59:18.459273+00:00,68.0
2025-05-30T11:59:48.468544+00:00,68.0
2025-05-30T12:00:18.468807+00:00,66.0
2025-05-30T12:00:48.468387+00:00,67.0
2025-05-30T12:01:18.478776+00:00,67.0
2025-05-30T12:01:48.478339+00:00,69.0
2025-05-30T12:02:18.488781+00:00,67.0
2025-05-30T12:02:48.498556+00:00,67.0
2025-05-30T12:03:18.379236+00:00,66.0
2025-05-30T12:03:48.389511+00:00,68.0
2025-05-30T12:04:18.389295+00:00,66.0
2025-05-30T12:04:48.389183+00:00,67.0
2025-05-30T12:05:18.398878+00:00,67.0
2025-05-30T12:05:48.408285+00:00,68.0
2025-05-30T12:06:18.409693+00:00,67.0
2025-05-30T12:06:48.407937+00:00,66.0
2025-05-30T12:07:18.419034+00:00,66.0
2025-05-30T12:07:48.420623+00:00,67.0
2025-05-30T12:08:18.420148+00:00,66.0
2025-05-30T12:08:48.429532+00:00,66.0
2025-05-30T12:09:18.430490+00:00,66.0
2025-05-30T12:09:48.431699+00:00,66.0
2025-05-30T12:10:18.440397+00:00,66.0
2025-05-30T12:10:48.440573+00:00,66.0
2025-05-30T12:11:18.453033+00:00,69.0
2025-05-30T12:11:48.451766+00:00,67.0
2025-05-30T12:12:18.452766+00:00,67.0
2025-05-30T12:12:48.454046+00:00,67.0
2025-05-30T12:13:18.463859+00:00,66.0
2025-05-30T12:13:48.463608+00:00,66.0
2025-05-30T12:14:18.473303+00:00,66.0
2025-05-30T12:14:48.472647+00:00,67.0
2025-05-30T12:15:18.473751+00:00,68.0
2025-05-30T12:15:48.482948+00:00,68.0
2025-05-30T12:16:18.583767+00:00,66.0
2025-05-30T12:16:48.493506+00:00,67.0
2025-05-30T12:17:18.384927+00:00,67.0
2025-05-30T12:17:48.384465+00:00,67.0
2025-05-30T12:18:18.394300+00:00,68.0
2025-05-30T12:18:48.398155+00:00,69.0
2025-05-30T12:19:18.393700+00:00,69.0
2025-05-30T12:19:48.404757+00:00,68.0
2025-05-30T12:20:18.415635+00:00,68.0
2025-05-30T12:20:48.416825+00:00,68.0
2025-05-30T12:21:18.438243+00:00,70.0
2025-05-30T12:21:48.416984+00:00,70.0
2025-05-30T12:22:18.425813+00:00,69.0
2025-05-30T12:22:48.425714+00:00,70.0
2025-05-30T12:23:18.435475+00:00,69.0
2025-05-30T12:23:48.437116+00:00,71.0
2025-05-30T12:24:18.436868+00:00,70.0
2025-05-30T12:24:48.446698+00:00,68.0
2025-05-30T12:25:18.448126+00:00,68.0
2025-05-30T12:25:48.447173+00:00,67.0
2025-05-30T12:26:18.455998+00:00,69.0
2025-05-30T12:26:48.457323+00:00,68.0
2025-05-30T12:27:18.457815+00:00,68.0
2025-05-30T12:27:48.468398+00:00,67.0
2025-05-30T12:28:18.468530+00:00,69.0
2025-05-30T12:28:48.468444+00:00,68.0
2025-05-30T12:29:18.478028+00:00,67.0
2025-05-30T12:29:48.477118+00:00,69.0
2025-05-30T12:30:18.477924+00:00,68.0
2025-05-30T12:30:48.487398+00:00,68.0
2025-05-30T12:31:18.387441+00:00,68.0
2025-05-30T12:31:48.388275+00:00,67.0
2025-05-30T12:32:18.498846+00:00,68.0
2025-05-30T12:32:48.398517+00:00,68.0
2025-05-30T12:33:18.398312+00:00,68.0
2025-05-30T12:33:48.398131+00:00,68.0
2025-05-30T12:34:18.417923+00:00,71.0
2025-05-30T12:34:48.419063+00:00,69.0
2025-05-30T12:35:18.418799+00:00,70.0
2025-05-30T12:35:48.442962+00:00,68.0
2025-05-30T12:36:18.427903+00:00,67.0
2025-05-30T12:36:48.429141+00:00,71.0
2025-05-30T12:37:18.439438+00:00,67.0
2025-05-30T12:37:48.439797+00:00,75.0
2025-05-30T12:38:18.438436+00:00,69.0
2025-05-30T12:38:48.450198+00:00,70.0
2025-05-30T12:39:18.449956+00:00,69.0
2025-05-30T12:39:48.448818+00:00,68.0
2025-05-30T12:40:18.460663+00:00,70.0
2025-05-30T12:40:48.459279+00:00,72.0
2025-05-30T12:41:18.459184+00:00,67.0
2025-05-30T12:41:48.470457+00:00,68.0
2025-05-30T12:42:18.471640+00:00,70.0
2025-05-30T12:42:48.470622+00:00,68.0
2025-05-30T12:43:18.479789+00:00,68.0
2025-05-30T12:43:48.479335+00:00,68.0
2025-05-30T12:44:18.489054+00:00,72.0
2025-05-30T12:44:48.490666+00:00,75.0
2025-05-30T12:45:18.488568+00:00,70.0
2025-05-30T12:45:48.510857+00:00,67.0
2025-05-30T12:46:18.389261+00:00,71.0
2025-05-30T12:46:48.398689+00:00,70.0
2025-05-30T12:47:18.399442+00:00,69.0
2025-05-30T12:47:48.400000+00:00,67.0
2025-05-30T12:48:18.422956+00:00,69.0
2025-05-30T12:48:48.409131+00:00,73.0
2025-05-30T12:49:18.410315+00:00,71.0
2025-05-30T12:49:48.418952+00:00,73.0
2025-05-30T12:50:18.529452+00:00,71.0
2025-05-30T12:50:48.528966+00:00,73.0
2025-05-30T12:51:18.529492+00:00,72.0
2025-05-30T12:51:48.428981+00:00,73.0
2025-05-30T12:52:18.430008+00:00,74.0
2025-05-30T12:52:48.439895+00:00,73.0
2025-05-30T12:53:18.449552+00:00,70.0
2025-05-30T12:53:48.440769+00:00,68.0
2025-05-30T12:54:18.449804+00:00,71.0
2025-05-30T12:54:48.453336+00:00,68.0
2025-05-30T12:55:18.449862+00:00,67.0
2025-05-30T12:55:48.460616+00:00,69.0
2025-05-30T12:56:18.459259+00:00,69.0
2025-05-30T12:56:48.460238+00:00,68.0
2025-05-30T12:57:18.469762+00:00,70.0
2025-05-30T12:57:48.470953+00:00,81.0
2025-05-30T12:58:18.473344+00:00,70.0
2025-05-30T12:58:48.480635+00:00,72.0
2025-05-30T12:59:18.496167+00:00,71.0
2025-05-30T12:59:48.563163+00:00,71.0
2025-05-30T13:00:18.380945+00:00,69.0
2025-05-30T13:00:48.392671+00:00,70.0
2025-05-30T13:01:18.390223+00:00,72.0
2025-05-30T13:01:48.392637+00:00,75.0
2025-05-30T13:02:18.400271+00:00,69.0
2025-05-30T13:02:48.403070+00:00,72.0
2025-05-30T13:03:18.401108+00:00,71.0
2025-05-30T13:03:48.411694+00:00,70.0
2025-05-30T13:04:18.411943+00:00,72.0
2025-05-30T13:04:48.421944+00:00,70.0
2025-05-30T13:05:18.421233+00:00,78.0
2025-05-30T13:05:48.422007+00:00,73.0
2025-05-30T13:06:18.431321+00:00,72.0
2025-05-30T13:06:48.431690+00:00,70.0
2025-05-30T13:07:20.480306+00:00,72.0
2025-05-30T13:07:48.441042+00:00,73.0
2025-05-30T13:08:18.451289+00:00,72.0
2025-05-30T13:08:48.451126+00:00,72.0
2025-05-30T13:09:18.450519+00:00,73.0
2025-05-30T13:09:48.451879+00:00,71.0
2025-05-30T13:10:18.452436+00:00,70.0
2025-05-30T13:10:48.561296+00:00,81.0
2025-05-30T13:11:18.462252+00:00,72.0
2025-05-30T13:11:48.471753+00:00,77.0
2025-05-30T13:12:18.472111+00:00,83.0
2025-05-30T13:12:48.472738+00:00,79.0
2025-05-30T13:13:18.481781+00:00,75.0
2025-05-30T13:13:48.481993+00:00,74.0
2025-05-30T13:14:18.482739+00:00,79.0
2025-05-30T13:14:48.382383+00:00,70.0
2025-05-30T13:15:18.382744+00:00,68.0
2025-05-30T13:15:48.392885+00:00,78.0
2025-05-30T13:16:18.392403+00:00,80.0
2025-05-30T13:16:48.392935+00:00,78.0
2025-05-30T13:17:18.403214+00:00,75.0
2025-05-30T13:17:48.402878+00:00,74.0
2025-05-30T13:18:18.412308+00:00,73.0
2025-05-30T13:18:48.412433+00:00,86.0
2025-05-30T13:19:18.424031+00:00,76.0
2025-05-30T13:19:48.423095+00:00,74.0
2025-05-30T13:20:18.423312+00:00,77.0
2025-05-30T13:20:48.432142+00:00,75.0
2025-05-30T13:21:18.432788+00:00,71.0
2025-05-30T13:21:48.544586+00:00,74.0
2025-05-30T13:22:18.443998+00:00,73.0
2025-05-30T13:22:48.443097+00:00,75.0
2025-05-30T13:23:18.444258+00:00,74.0
2025-05-30T13:23:48.454087+00:00,75.0
2025-05-30T13:24:18.453282+00:00,82.0
2025-05-30T13:24:48.454041+00:00,72.0
2025-05-30T13:25:18.463625+00:00,72.0
2025-05-30T13:25:48.463174+00:00,72.0
2025-05-30T13:26:18.474837+00:00,78.0
2025-05-30T13:26:48.473061+00:00,74.0
2025-05-30T13:27:18.473866+00:00,81.0
2025-05-30T13:27:48.473834+00:00,80.0
2025-05-30T13:28:18.484807+00:00,77.0
2025-05-30T13:28:48.484870+00:00,76.0
2025-05-30T13:29:18.384355+00:00,73.0
2025-05-30T13:29:48.385092+00:00,72.0
2025-05-30T13:30:18.393993+00:00,71.0
2025-05-30T13:30:48.393741+00:00,72.0
2025-05-30T13:31:18.393456+00:00,67.0
2025-05-30T13:31:48.404477+00:00,71.0
2025-05-30T13:32:18.405666+00:00,67.0
2025-05-30T13:32:48.414753+00:00,68.0
2025-05-30T13:33:18.416043+00:00,68.0
2025-05-30T13:33:48.414398+00:00,68.0
2025-05-30T13:34:18.425280+00:00,70.0
2025-05-30T13:34:48.425414+00:00,71.0
2025-05-30T13:35:18.434632+00:00,68.0
2025-05-30T13:35:48.435898+00:00,68.0
2025-05-30T13:36:18.434360+00:00,67.0
2025-05-30T13:36:48.435988+00:00,67.0
2025-05-30T13:37:18.445986+00:00,67.0
2025-05-30T13:37:48.454920+00:00,68.0
2025-05-30T13:38:19.275043+00:00,67.0
2025-05-30T13:38:48.455784+00:00,68.0
2025-05-30T13:39:18.494353+00:00,68.0
2025-05-30T13:39:48.455982+00:00,67.0
2025-05-30T13:40:18.565892+00:00,67.0
2025-05-30T13:40:48.465304+00:00,69.0
2025-05-30T13:41:18.575192+00:00,68.0
2025-05-30T13:41:48.485428+00:00,68.0
2025-05-30T13:42:18.476519+00:00,68.0
2025-05-30T13:42:48.485723+00:00,67.0
2025-05-30T13:43:18.485815+00:00,68.0
2025-05-30T13:43:48.385658+00:00,67.0
2025-05-30T13:44:33.448239+00:00,68.0
2025-05-30T13:44:48.386988+00:00,67.0
2025-05-30T13:45:18.395215+00:00,65.0
2025-05-30T13:45:48.396032+00:00,68.0
2025-05-30T13:46:18.398080+00:00,68.0
2025-05-30T13:46:48.407463+00:00,67.0
2025-05-30T13:47:18.407160+00:00,67.0
2025-05-30T13:47:48.417030+00:00,67.0
2025-05-30T13:48:18.426376+00:00,71.0
2025-05-30T13:48:48.427610+00:00,67.0
2025-05-30T13:49:18.426400+00:00,72.0
2025-05-30T13:49:48.437336+00:00,68.0
2025-05-30T13:50:18.438038+00:00,67.0
2025-05-30T13:50:48.436484+00:00,67.0
2025-05-30T13:51:18.446919+00:00,67.0
2025-05-30T13:51:48.448240+00:00,68.0
2025-05-30T13:52:18.447335+00:00,68.0
2025-05-30T13:52:48.447520+00:00,68.0
2025-05-30T13:53:18.456798+00:00,68.0
2025-05-30T13:53:48.457556+00:00,69.0
2025-05-30T13:54:18.458009+00:00,68.0
2025-05-30T13:54:48.467682+00:00,68.0
2025-05-30T13:55:18.467932+00:00,67.0
2025-05-30T13:55:48.476997+00:00,67.0
2025-05-30T13:56:18.477493+00:00,67.0
2025-05-30T13:56:48.478846+00:00,69.0
2025-05-30T13:57:18.477893+00:00,66.0
2025-05-30T13:57:48.487336+00:00,68.0
2025-05-30T13:58:18.388824+00:00,67.0
2025-05-30T13:58:48.387792+00:00,68.0
2025-05-30T13:59:35.497518+00:00,67.0
2025-05-30T13:59:48.398239+00:00,68.0
2025-05-30T14:00:18.398233+00:00,67.0
2025-05-30T14:00:48.398959+00:00,69.0
2025-05-30T14:01:18.408682+00:00,67.0
2025-05-30T14:01:48.409766+00:00,68.0
2025-05-30T14:02:18.417687+00:00,68.0
2025-05-30T14:02:48.418015+00:00,68.0
2025-05-30T14:03:18.428774+00:00,67.0
2025-05-30T14:03:48.427984+00:00,68.0
2025-05-30T14:04:18.429372+00:00,68.0
2025-05-30T14:04:48.438523+00:00,68.0
2025-05-30T14:05:18.437788+00:00,67.0
2025-05-30T14:05:48.439344+00:00,69.0
2025-05-30T14:06:18.439619+00:00,68.0
2025-05-30T14:06:48.448413+00:00,68.0
2025-05-30T14:07:18.449738+00:00,68.0
2025-05-30T14:07:48.458982+00:00,67.0
2025-05-30T14:08:18.460013+00:00,67.0
2025-05-30T14:08:48.459493+00:00,68.0
2025-05-30T14:09:18.468896+00:00,67.0
2025-05-30T14:09:48.469270+00:00,67.0
2025-05-30T14:10:18.469636+00:00,67.0
2025-05-30T14:10:48.479306+00:00,67.0
2025-05-30T14:11:18.479588+00:00,68.0
2025-05-30T14:11:48.480171+00:00,68.0
2025-05-30T14:12:18.491513+00:00,67.0
2025-05-30T14:12:48.381379+00:00,69.0
2025-05-30T14:13:18.388937+00:00,68.0
2025-05-30T14:13:48.389992+00:00,68.0
2025-05-30T14:14:18.388404+00:00,69.0
2025-05-30T14:14:48.399303+00:00,68.0
2025-05-30T14:15:18.400452+00:00,68.0
2025-05-30T14:15:48.413800+00:00,68.0
2025-05-30T14:16:18.409573+00:00,69.0
2025-05-30T14:16:48.419991+00:00,68.0
2025-05-30T14:17:18.421765+00:00,69.0
2025-05-30T14:17:48.420249+00:00,68.0
2025-05-30T14:18:18.430542+00:00,69.0
2025-05-30T14:18:48.431124+00:00,70.0
2025-05-30T14:19:18.440926+00:00,67.0
2025-05-30T14:19:48.439617+00:00,71.0
2025-05-30T14:20:18.441610+00:00,68.0
2025-05-30T14:20:48.440658+00:00,68.0
2025-05-30T14:21:18.450248+00:00,69.0
2025-05-30T14:21:48.452520+00:00,68.0
2025-05-30T14:22:18.451822+00:00,67.0
2025-05-30T14:22:48.461481+00:00,68.0
2025-05-30T14:23:18.461347+00:00,68.0
2025-05-30T14:23:48.470818+00:00,68.0
2025-05-30T14:24:18.470223+00:00,69.0
2025-05-30T14:24:48.470739+00:00,69.0
2025-05-30T14:25:18.480735+00:00,68.0
2025-05-30T14:25:48.481714+00:00,70.0
2025-05-30T14:26:18.481380+00:00,68.0
2025-05-30T14:26:48.492398+00:00,67.0
2025-05-30T14:27:18.381776+00:00,68.0
2025-05-30T14:28:03.440937+00:00,83.0
2025-05-30T14:28:18.391169+00:00,68.0
2025-05-30T14:28:48.390652+00:00,69.0
2025-05-30T14:29:18.400899+00:00,67.0
2025-05-30T14:29:48.401521+00:00,68.0
2025-05-30T14:30:18.412237+00:00,68.0
2025-05-30T14:30:48.411545+00:00,69.0
2025-05-30T14:31:18.411828+00:00,67.0
2025-05-30T14:31:48.432339+00:00,70.0
2025-05-30T14:32:18.420783+00:00,69.0
2025-05-30T14:32:48.421942+00:00,68.0
2025-05-30T14:33:18.431267+00:00,69.0
2025-05-30T14:33:48.432871+00:00,68.0
2025-05-30T14:34:18.431757+00:00,69.0
2025-05-30T14:34:48.442097+00:00,68.0
2025-05-30T14:35:18.443482+00:00,67.0
2025-05-30T14:35:48.453285+00:00,70.0
2025-05-30T14:36:18.451975+00:00,68.0
2025-05-30T14:36:48.452218+00:00,69.0
2025-05-30T14:37:18.461984+00:00,68.0
2025-05-30T14:37:48.462954+00:00,70.0
2025-05-30T14:38:18.462108+00:00,69.0
2025-05-30T14:38:48.471740+00:00,68.0
2025-05-30T14:39:18.474379+00:00,68.0
2025-05-30T14:39:48.472689+00:00,68.0
2025-05-30T14:40:18.483958+00:00,68.0
2025-05-30T14:40:48.483557+00:00,68.0
2025-05-30T14:41:18.492154+00:00,68.0
2025-05-30T14:41:48.384695+00:00,68.0
2025-05-30T14:42:18.382535+00:00,68.0
2025-05-30T14:42:48.392836+00:00,68.0
2025-05-30T14:43:18.393408+00:00,68.0
2025-05-30T14:43:48.402821+00:00,68.0
2025-05-30T14:44:18.403791+00:00,68.0
2025-05-30T14:44:48.415360+00:00,66.0
2025-05-30T14:45:18.412397+00:00,69.0
2025-05-30T14:45:48.424507+00:00,68.0
2025-05-30T14:46:18.422913+00:00,68.0
2025-05-30T14:46:48.424145+00:00,68.0
2025-05-30T14:47:18.424338+00:00,70.0
2025-05-30T14:47:48.433292+00:00,68.0
2025-05-30T14:48:18.433217+00:00,69.0
2025-05-30T14:48:48.434503+00:00,69.0
2025-05-30T14:49:18.443840+00:00,68.0
2025-05-30T14:49:48.446313+00:00,69.0
2025-05-30T14:50:18.454782+00:00,69.0
2025-05-30T14:50:48.454186+00:00,69.0
2025-05-30T14:51:18.457130+00:00,69.0
2025-05-30T14:51:48.455203+00:00,68.0
2025-05-30T14:52:18.464884+00:00,69.0
2025-05-30T14:52:48.465534+00:00,68.0
2025-05-30T14:53:18.465410+00:00,68.0
2025-05-30T14:53:48.474056+00:00,68.0
2025-05-30T14:54:18.474414+00:00,71.0
2025-05-30T14:54:48.484801+00:00,69.0
2025-05-30T14:55:18.485377+00:00,69.0
2025-05-30T14:55:48.486167+00:00,68.0
2025-05-30T14:56:18.385350+00:00,69.0
2025-05-30T14:56:48.386598+00:00,68.0
2025-05-30T14:57:18.395349+00:00,69.0
2025-05-30T14:57:48.398392+00:00,69.0
2025-05-30T14:58:18.405300+00:00,69.0
2025-05-30T14:58:48.404708+00:00,69.0
2025-05-30T14:59:18.414593+00:00,68.0
2025-05-30T14:59:48.414441+00:00,68.0
2025-05-30T15:00:18.414776+00:00,69.0
2025-05-30T15:00:48.414655+00:00,68.0
2025-05-30T15:01:18.424540+00:00,69.0
